country,year,climate_count,health_count,intersection_count
COG,2013,4,2,0
COG,2014,3,5,2
COG,2015,1,1,0
COG,2017,4,3,1
COG,2018,2,0,0
COG,2019,2,4,0
COL,1960,0,1,0
COL,1962,0,2,0
COL,1963,0,1,0
COL,1966,0,1,0
COL,1968,0,1,0
COL,1969,0,3,0
COL,1973,0,3,0
COL,1974,0,1,0
COL,1975,0,2,0
COL,1976,0,2,0
COL,1981,0,1,0
COL,1982,0,2,0
COL,1983,0,2,0
COL,1984,0,1,0
COL,1985,0,1,0
COL,1986,0,4,0
COL,1987,0,2,0
COL,1988,0,1,0
COL,1992,0,1,0
COL,1993,0,1,0
COL,1994,0,1,0
COL,1996,0,3,0
COL,1999,0,2,0
COL,2000,1,0,0
COL,2004,0,3,0
COL,2005,0,3,0
COL,2006,0,1,0
COL,2007,1,3,0
COL,2008,3,3,0
COL,2009,6,1,0
COL,2010,1,1,0
COL,2011,1,0,0
COL,2013,1,0,0
COL,2014,0,3,0
COL,2015,4,2,0
COL,2016,1,1,1
COL,2017,2,5,0
COL,2018,2,2,0
COL,2019,3,0,0
COM,1978,0,1,0
COM,1979,0,1,0
COM,1980,0,1,0
COM,1981,0,1,0
COM,1985,0,2,0
COM,1986,0,2,0
COM,1988,0,1,0
COM,1993,0,2,0
COM,1994,0,1,0
COM,1996,0,2,0
COM,1997,0,3,0
COM,1999,0,2,0
COM,2000,0,3,0
COM,2001,0,11,0
COM,2002,0,2,0
COM,2003,0,1,0
COM,2004,0,3,0
COM,2005,0,4,0
COM,2006,0,3,0
COM,2007,1,3,3
COM,2008,0,1,0
COM,2009,0,2,0
COM,2011,2,5,0
COM,2012,4,0,0
COM,2014,1,5,0
COM,2015,1,1,0
COM,2016,5,3,1
COM,2017,4,1,0
COM,2018,2,6,2
COM,2019,1,0,0
CPV,1978,0,2,0
CPV,1980,0,1,0
CPV,1981,0,1,0
CPV,1982,0,2,0
CPV,1983,0,3,0
CPV,1986,0,1,0
CPV,1987,0,1,0
CPV,1996,0,4,0
CPV,1998,0,1,0
CPV,1999,0,1,0
CPV,2000,0,2,0
CPV,2001,0,2,0
CPV,2002,0,3,0
CPV,2003,0,2,0
CPV,2004,0,2,0
CPV,2005,0,2,0
CPV,2006,1,3,0
CPV,2007,8,0,0
CPV,2008,2,1,0
CPV,2009,8,1,0
CPV,2010,8,5,2
CPV,2011,1,1,0
CPV,2012,4,3,1
CPV,2013,4,2,2
CPV,2014,10,4,0
CPV,2015,6,0,0
CPV,2016,5,0,0
CPV,2017,4,0,0
CPV,2018,2,1,0
CPV,2019,6,0,0
CRI,1959,0,1,0
CRI,1960,0,1,0
CRI,1961,0,2,0
CRI,1966,0,1,0
CRI,1969,0,3,0
CRI,1970,0,1,0
CRI,1972,0,3,0
CRI,1976,0,1,0
CRI,1977,0,3,0
CRI,1978,0,1,0
CRI,1983,0,5,0
CRI,1985,0,4,0
CRI,1986,0,1,0
CRI,1987,0,1,0
CRI,1988,0,3,0
CRI,1989,1,0,0
CRI,1990,0,5,0
CRI,1992,0,2,0
CRI,1993,0,2,0
CRI,1994,1,1,0
CRI,1996,0,2,0
CRI,1998,0,1,0
CRI,1999,0,3,0
CRI,2000,0,3,0
CRI,2001,1,2,0
CRI,2002,0,2,0
CRI,2004,0,2,0
CRI,2005,1,1,0
CRI,2006,0,1,0
CRI,2007,6,0,0
CRI,2008,2,2,0
CRI,2009,9,3,0
CRI,2010,4,2,0
CRI,2011,2,1,0
CRI,2012,2,0,0
CRI,2013,3,1,0
CRI,2014,5,0,0
CRI,2015,3,1,0
CRI,2016,6,0,0
CRI,2017,8,2,0
CRI,2018,3,1,0
CRI,2019,7,0,0
CSK,1963,0,1,0
CSK,1971,0,1,0
CSK,1974,0,1,0
CSK,1979,0,1,0
CSK,1982,0,1,0
CSK,1983,0,2,0
CSK,1984,0,1,0
CSK,1986,1,0,0
CSK,1988,0,1,0
CSK,1991,0,2,0
CUB,1960,0,5,0
CUB,1962,0,1,0
CUB,1966,0,5,0
CUB,1967,0,9,0
CUB,1968,0,2,0
CUB,1969,0,2,0
CUB,1972,0,3,0
CUB,1973,1,0,0
CUB,1975,0,1,0
CUB,1976,0,1,0
CUB,1977,0,2,0
CUB,1979,0,10,0
CUB,1981,0,11,0
CUB,1985,0,5,0
CUB,1988,0,7,0
CUB,1990,0,2,0
CUB,1991,0,8,0
CUB,1992,0,4,0
CUB,1993,0,6,0
CUB,1995,0,3,0
CUB,1996,0,6,0
CUB,1997,0,2,0
CUB,1998,0,9,0
CUB,1999,0,7,0
CUB,2000,0,7,0
CUB,2001,0,2,0
CUB,2002,0,1,0
CUB,2003,0,1,0
CUB,2004,0,5,0
CUB,2005,0,1,0
CUB,2006,0,3,0
CUB,2007,4,3,0
CUB,2008,1,3,1
CUB,2009,2,4,0
CUB,2010,4,0,0
CUB,2011,1,0,0
CUB,2012,1,0,0
CUB,2013,2,0,0
CUB,2014,0,6,0
CUB,2015,2,2,0
CUB,2016,4,1,0
CUB,2017,5,3,0
CUB,2018,4,1,0
CUB,2019,1,6,0
CYP,1961,0,4,0
CYP,1962,0,2,0
CYP,1969,0,2,0
CYP,1973,0,1,0
CYP,1980,0,1,0
CYP,1982,0,1,0
CYP,1983,0,3,0
CYP,1984,0,1,0
CYP,1988,1,2,0
CYP,1989,1,1,0
CYP,1990,0,2,0
CYP,1994,0,2,0
CYP,1999,0,2,0
CYP,2000,1,0,0
CYP,2001,0,1,0
CYP,2005,0,1,0
CYP,2007,5,0,0
CYP,2008,1,2,1
CYP,2009,4,3,2
CYP,2010,2,3,3
CYP,2011,0,1,0
CYP,2013,1,0,0
CYP,2014,1,1,1
CYP,2015,2,1,0
CYP,2016,1,3,0
CYP,2017,1,0,0
CYP,2018,2,4,0
CYP,2019,7,0,0
CZE,1993,0,1,0
CZE,1998,1,1,0
CZE,1999,0,1,0
CZE,2001,0,2,0
CZE,2003,0,2,0
CZE,2005,0,1,0
CZE,2006,0,1,0
CZE,2007,1,1,0
CZE,2008,2,0,0
CZE,2009,2,0,0
CZE,2010,2,0,0
CZE,2014,1,0,0
CZE,2018,2,1,1
CZE,2019,16,0,0
DDR,1974,0,1,0
DDR,1975,0,1,0
DDR,1977,0,2,0
DDR,1979,0,1,0
DDR,1983,0,3,0
DDR,1984,0,1,0
DDR,1985,0,3,0
DDR,1986,0,1,0
DDR,1987,0,3,0
DDR,1988,0,2,0
DEU,1973,0,1,0
DEU,1978,2,0,0
DEU,1982,0,1,0
DEU,1984,0,1,0
DEU,1985,0,2,0
DEU,1986,0,3,0
DEU,1987,0,4,0
DEU,1989,1,2,0
DEU,1990,2,1,1
DEU,1992,1,0,0
DEU,1994,1,1,0
DEU,1995,0,1,0
DEU,1996,3,0,0
DEU,1997,3,4,0
DEU,1998,1,0,0
DEU,1999,2,1,0
DEU,2000,1,1,0
DEU,2002,1,0,0
DEU,2004,0,3,0
DEU,2005,4,0,0
DEU,2006,0,1,0
DEU,2007,3,0,0
DEU,2008,1,2,2
DEU,2009,3,1,1
DEU,2010,9,0,0
DEU,2011,3,0,0
DEU,2014,1,3,0
DEU,2015,1,0,0
DEU,2016,2,0,0
DEU,2017,0,1,0
DEU,2018,2,0,0
DEU,2019,5,1,1
DJI,1979,0,1,0
DJI,1980,0,2,0
DJI,1986,0,2,0
DJI,1987,0,3,0
DJI,1989,0,2,0
DJI,1990,0,2,0
DJI,1992,0,1,0
DJI,1994,0,1,0
DJI,1996,0,1,0
DJI,1999,0,1,0
DJI,2000,0,3,0
DJI,2001,1,4,0
DJI,2002,0,4,0
DJI,2004,0,7,0
DJI,2009,2,0,0
DJI,2012,2,2,0
DJI,2015,7,0,0
DJI,2017,3,2,0
DJI,2018,0,1,0
DJI,2019,2,5,0
DKN,1969,0,1,0
DMA,1979,0,3,0
DMA,1984,0,4,0
DMA,1990,1,0,0
DMA,1993,1,0,0
DMA,1997,0,1,0
DMA,1998,2,0,0
DMA,1999,0,2,0
DMA,2000,0,6,0
DMA,2001,0,5,0
DMA,2003,3,6,1
DMA,2004,0,3,0
DMA,2005,3,1,0
DMA,2006,5,0,0
DMA,2007,15,0,0
DMA,2008,5,0,0
DMA,2009,11,0,0
DMA,2010,8,0,0
DMA,2011,11,12,0
DMA,2012,15,1,1
DMA,2013,8,3,0
DMA,2014,13,3,1
DMA,2015,19,3,0
DMA,2016,15,3,0
DMA,2017,14,0,0
DMA,2018,28,3,3
DMA,2019,11,2,4
DNK,1960,0,1,0
DNK,1962,0,1,0
DNK,1963,0,1,0
DNK,1972,0,2,0
DNK,1985,0,2,0
DNK,1989,1,0,0
DNK,1990,3,0,0
DNK,1991,1,0,0
DNK,1992,1,0,0
DNK,1996,1,0,0
DNK,1997,0,1,0
DNK,1999,0,1,0
DNK,2000,0,3,0
DNK,2002,0,1,0
DNK,2003,0,1,0
DNK,2004,1,1,0
DNK,2007,10,1,0
DNK,2008,6,1,0
DNK,2009,11,0,0
DNK,2010,5,0,0
DNK,2011,2,2,0
DNK,2012,1,0,0
DNK,2013,7,2,0
DNK,2014,7,8,1
DNK,2015,3,1,0
DNK,2016,5,1,0
DNK,2017,2,1,0
DNK,2018,2,0,0
DNK,2019,11,1,0
DOM,1959,0,3,0
DOM,1963,0,1,0
DOM,1966,0,2,0
DOM,1969,0,1,0
DOM,1974,0,3,0
DOM,1976,0,3,0
DOM,1980,0,5,0
DOM,1985,0,1,0
DOM,1987,0,4,0
DOM,1991,0,2,0
DOM,1992,0,1,0
DOM,1994,0,1,0
DOM,1995,0,1,0
DOM,1996,0,1,0
DOM,1998,0,1,0
DOM,1999,0,2,0
DOM,2000,0,2,0
DOM,2001,0,1,0
DOM,2002,0,1,0
DOM,2003,0,2,0
DOM,2004,0,4,0
DOM,2005,0,1,0
DOM,2007,2,1,0
DOM,2008,0,3,0
DOM,2009,0,2,0
DOM,2010,3,3,0
DOM,2011,1,0,0
DOM,2012,1,4,0
DOM,2013,2,4,0
DOM,2014,0,5,0
DOM,2015,1,0,0
DOM,2016,0,3,0
DOM,2017,5,0,0
DOM,2018,13,0,0
DOM,2019,3,1,0
DZA,1964,0,2,0
DZA,1966,0,1,0
DZA,1969,0,1,0
DZA,1971,0,1,0
DZA,1972,0,4,0
DZA,1981,0,1,0
DZA,1985,0,1,0
DZA,1986,0,1,0
DZA,1987,0,1,0
DZA,1988,0,3,0
DZA,1994,0,1,0
DZA,1996,0,1,0
DZA,1999,0,2,0
DZA,2000,0,2,0
DZA,2005,0,3,0
DZA,2007,6,3,0
DZA,2008,1,1,0
DZA,2009,1,0,0
DZA,2010,2,1,0
DZA,2011,2,0,0
DZA,2012,2,0,0
DZA,2013,0,1,0
DZA,2014,0,3,0
DZA,2015,2,0,0
DZA,2017,0,1,0
DZA,2019,4,0,0
ECU,1960,0,7,0
ECU,1961,0,1,0
ECU,1962,0,2,0
ECU,1964,0,1,0
ECU,1966,0,2,0
ECU,1968,0,1,0
ECU,1969,0,2,0
ECU,1972,0,4,0
ECU,1973,0,1,0
ECU,1974,0,2,0
ECU,1975,0,4,0
ECU,1979,0,2,0
ECU,1982,0,1,0
ECU,1987,0,3,0
ECU,1989,0,3,0
ECU,1990,0,1,0
ECU,1994,0,1,0
ECU,1995,0,3,0
ECU,1996,0,3,0
ECU,1997,0,3,0
ECU,1998,0,1,0
ECU,1999,0,4,0
ECU,2000,0,1,0
ECU,2001,0,2,0
ECU,2002,0,1,0
ECU,2003,0,1,0
ECU,2004,0,2,0
ECU,2005,0,2,0
ECU,2006,0,12,0
ECU,2007,3,0,0
ECU,2008,2,3,1
ECU,2009,12,0,0
ECU,2010,4,0,0
ECU,2011,8,1,0
ECU,2012,4,1,0
ECU,2014,4,0,0
ECU,2015,9,1,0
ECU,2016,1,2,0
ECU,2017,4,2,0
ECU,2018,0,6,0
ECU,2019,5,3,0
EGY,1959,0,2,0
EGY,1961,0,4,0
EGY,1964,0,2,0
EGY,1967,0,1,0
EGY,1976,0,1,0
EGY,1977,0,1,0
EGY,1983,0,1,0
EGY,1985,0,1,0
EGY,1991,0,2,0
EGY,1994,1,0,0
EGY,2000,0,4,0
EGY,2001,0,3,0
EGY,2002,1,4,1
EGY,2003,0,2,0
EGY,2008,4,3,0
EGY,2009,4,6,3
EGY,2014,0,2,0
EGY,2015,0,1,0
EGY,2016,7,1,0
EGY,2017,1,2,2
ERI,1993,0,1,0
ERI,1997,0,1,0
ERI,1998,0,1,0
ERI,1999,0,1,0
ERI,2000,0,1,0
ERI,2001,0,3,0
ERI,2002,0,3,0
ERI,2008,0,1,0
ERI,2009,1,3,0
ERI,2010,0,1,0
ERI,2011,0,2,0
ERI,2012,1,1,0
ERI,2014,1,1,0
ERI,2015,0,2,0
ERI,2017,1,3,1
ERI,2019,1,1,0
ESP,1959,0,2,0
ESP,1963,0,5,0
ESP,1964,0,1,0
ESP,1968,0,1,0
ESP,1971,0,2,0
ESP,1972,0,1,0
ESP,1976,0,1,0
ESP,1978,0,2,0
ESP,1980,0,1,0
ESP,1989,1,0,0
ESP,1991,0,2,0
ESP,1992,0,1,0
ESP,1995,1,1,0
ESP,1996,0,1,0
ESP,2000,1,5,0
ESP,2001,0,2,0
ESP,2007,1,0,0
ESP,2008,0,1,0
ESP,2009,5,0,0
ESP,2010,5,0,0
ESP,2011,2,0,0
ESP,2013,2,0,0
ESP,2014,1,2,0
ESP,2015,1,1,0
ESP,2016,2,0,0
ESP,2017,2,0,0
ESP,2018,10,0,0
ESP,2019,12,5,2
EST,1994,0,1,0
EST,1997,0,1,0
EST,2003,3,1,0
EST,2005,1,0,0
EST,2007,7,0,0
EST,2008,0,2,0
EST,2009,6,0,0
EST,2010,0,1,0
EST,2011,4,2,1
EST,2013,0,2,0
EST,2014,3,1,1
EST,2015,2,1,0
EST,2016,1,1,0
EST,2017,7,2,0
EST,2018,5,1,0
EST,2019,13,0,0
ETH,1963,0,1,0
ETH,1966,0,1,0
ETH,1981,0,4,0
ETH,1982,0,1,0
ETH,1983,0,1,0
ETH,1984,0,2,0
ETH,1985,0,1,0
ETH,1987,0,1,0
ETH,1989,0,1,0
ETH,1991,0,1,0
ETH,1992,1,1,0
ETH,1994,2,0,0
ETH,1995,0,1,0
ETH,1997,0,1,0
ETH,2001,0,1,0
ETH,2003,0,3,0
ETH,2006,0,2,0
ETH,2007,4,5,0
ETH,2008,0,1,0
ETH,2009,5,0,0
ETH,2010,2,0,0
ETH,2011,3,0,0
ETH,2012,2,0,0
ETH,2013,0,1,0
ETH,2014,3,0,0
ETH,2015,3,0,0
ETH,2016,1,0,0
ETH,2017,8,0,0
ETH,2019,2,0,0
EU,2011,3,0,0
EU,2012,1,0,0
EU,2013,2,0,0
EU,2014,0,2,0
EU,2015,6,0,0
EU,2016,2,1,0
EU,2017,3,0,0
EU,2018,4,0,0
EU,2019,3,0,0
FIN,1971,0,1,0
FIN,1981,0,1,0
FIN,1984,0,1,0
FIN,1985,0,2,0
FIN,1986,0,1,0
FIN,1989,3,1,1
FIN,1990,1,1,0
FIN,1991,3,0,0
FIN,1999,1,0,0
FIN,2000,0,1,0
FIN,2005,2,1,0
FIN,2006,2,0,0
FIN,2007,4,1,0
FIN,2008,11,0,0
FIN,2009,9,0,0
FIN,2010,5,1,1
FIN,2011,1,0,0
FIN,2012,1,0,0
FIN,2013,3,0,0
FIN,2014,2,0,0
FIN,2015,2,0,0
FIN,2016,4,0,0
FIN,2017,4,5,0
FIN,2018,6,0,0
FIN,2019,11,1,0
FJI,1971,0,1,0
FJI,1973,0,1,0
FJI,1975,0,1,0
FJI,1977,0,2,0
FJI,1983,0,1,0
FJI,1989,2,0,0
FJI,1990,1,0,0
FJI,1991,2,0,0
FJI,1992,5,0,0
FJI,1993,2,1,0
FJI,1994,0,2,0
FJI,1995,4,2,1
FJI,1996,5,3,0
FJI,1997,4,0,0
FJI,1998,0,1,0
FJI,1999,0,3,0
FJI,2000,0,1,0
FJI,2001,0,2,0
FJI,2002,1,1,0
FJI,2003,0,3,0
FJI,2004,0,5,0
FJI,2005,0,5,0
FJI,2007,1,0,0
FJI,2008,6,0,0
FJI,2009,16,1,1
FJI,2010,2,0,0
FJI,2011,5,11,0
FJI,2012,1,1,0
FJI,2013,2,0,0
FJI,2014,3,1,0
FJI,2015,8,4,0
FJI,2016,8,0,0
FJI,2017,12,1,0
FJI,2018,14,1,4
FJI,2019,19,2,0
FRA,1959,1,0,0
FRA,1968,0,1,0
FRA,1970,0,1,0
FRA,1983,0,1,0
FRA,1986,0,1,0
FRA,1989,2,0,0
FRA,1993,0,2,0
FRA,1999,2,7,1
FRA,2001,0,2,0
FRA,2002,1,2,1
FRA,2005,1,6,1
FRA,2006,0,1,0
FRA,2007,0,1,0
FRA,2008,2,0,0
FRA,2009,2,4,0
FRA,2010,1,2,1
FRA,2012,1,5,0
FRA,2013,6,2,2
FRA,2014,0,3,0
FRA,2015,8,0,0
FRA,2016,9,0,0
FRA,2017,8,5,0
FRA,2018,10,7,1
FRA,2019,17,8,1
FSM,1991,15,0,0
FSM,1992,9,0,0
FSM,1993,6,0,0
FSM,1994,8,1,0
FSM,1995,12,1,0
FSM,1996,4,0,0
FSM,1998,8,0,0
FSM,1999,8,0,0
FSM,2000,3,2,0
FSM,2001,14,4,0
FSM,2002,6,0,0
FSM,2003,7,2,0
FSM,2004,4,1,0
FSM,2005,2,0,0
FSM,2006,10,0,0
FSM,2007,10,0,0
FSM,2008,17,0,0
FSM,2009,15,3,1
FSM,2010,12,0,0
FSM,2011,14,6,0
FSM,2012,11,5,3
FSM,2013,12,4,0
FSM,2014,29,11,14
FSM,2015,7,1,1
FSM,2016,14,1,3
FSM,2017,11,1,0
FSM,2018,5,0,0
FSM,2019,28,0,0
GAB,1961,0,3,0
GAB,1965,0,1,0
GAB,1966,0,2,0
GAB,1967,0,2,0
GAB,1968,0,5,0
GAB,1969,0,1,0
GAB,1971,0,1,0
GAB,1973,0,1,0
GAB,1976,0,1,0
GAB,1979,0,4,0
GAB,1980,0,2,0
GAB,1981,0,1,0
GAB,1988,0,6,0
GAB,1989,1,2,0
GAB,1991,0,1,0
GAB,1992,0,1,0
GAB,1994,0,3,0
GAB,1995,0,3,0
GAB,1996,0,2,0
GAB,1997,1,0,0
GAB,1998,0,3,0
GAB,2000,1,2,0
GAB,2001,1,2,0
GAB,2002,0,5,0
GAB,2003,0,3,0
GAB,2004,0,1,0
GAB,2005,1,4,2
GAB,2006,0,5,0
GAB,2007,5,4,0
GAB,2008,7,4,0
GAB,2009,3,0,0
GAB,2010,4,0,0
GAB,2011,3,1,0
GAB,2012,1,1,0
GAB,2013,2,4,0
GAB,2014,7,5,0
GAB,2015,10,4,0
GAB,2016,6,0,0
GAB,2017,3,0,0
GAB,2018,5,0,0
GAB,2019,6,2,0
GBR,1959,0,2,0
GBR,1964,0,1,0
GBR,1966,0,2,0
GBR,1969,0,1,0
GBR,1972,0,2,0
GBR,1977,0,7,0
GBR,1978,0,3,0
GBR,1985,0,2,0
GBR,1986,0,3,0
GBR,1988,1,2,0
GBR,1989,2,0,0
GBR,1990,1,0,0
GBR,1995,1,5,0
GBR,1996,1,3,3
GBR,1997,4,0,0
GBR,1998,0,3,0
GBR,1999,0,2,0
GBR,2000,2,0,0
GBR,2004,3,1,0
GBR,2005,0,1,0
GBR,2006,13,1,0
GBR,2007,8,3,0
GBR,2008,3,0,0
GBR,2009,7,5,1
GBR,2010,3,1,0
GBR,2013,4,1,0
GBR,2015,4,1,1
GBR,2016,3,0,0
GBR,2017,1,0,0
GBR,2018,1,0,0
GBR,2019,2,3,0
GEO,1992,0,1,0
GEO,1998,0,1,0
GEO,2004,0,2,0
GEO,2006,0,2,0
GEO,2007,1,0,0
GEO,2008,1,1,0
GEO,2009,1,0,0
GEO,2010,0,1,0
GEO,2011,0,1,0
GEO,2012,1,1,0
GEO,2014,3,2,0
GEO,2015,0,1,0
GEO,2016,0,2,0
GEO,2017,0,1,0
GEO,2018,1,2,0
GEO,2019,7,14,1
GHA,1959,0,1,0
GHA,1962,0,2,0
GHA,1963,0,2,0
GHA,1964,0,1,0
GHA,1965,0,1,0
GHA,1967,0,1,0
GHA,1970,0,3,0
GHA,1971,0,3,0
GHA,1972,0,4,0
GHA,1973,0,2,0
GHA,1976,0,1,0
GHA,1981,0,4,0
GHA,1983,0,2,0
GHA,1989,0,1,0
GHA,1990,0,1,0
GHA,1991,1,1,0
GHA,1992,0,4,0
GHA,1994,0,3,0
GHA,1995,0,2,0
GHA,1996,0,1,0
GHA,1998,0,3,0
GHA,1999,0,6,0
GHA,2000,0,7,0
GHA,2001,0,2,0
GHA,2002,0,6,0
GHA,2003,0,1,0
GHA,2004,0,3,0
GHA,2005,0,3,0
GHA,2007,1,0,0
GHA,2008,1,3,0
GHA,2009,4,1,0
GHA,2010,5,2,1
GHA,2011,7,3,2
GHA,2012,0,7,0
GHA,2013,0,3,0
GHA,2014,0,8,0
GHA,2015,2,9,0
GHA,2016,3,7,0
GHA,2017,0,1,0
GHA,2019,1,0,0
GIN,1960,0,1,0
GIN,1961,0,1,0
GIN,1962,0,3,0
GIN,1980,0,1,0
GIN,1981,1,0,0
GIN,1984,0,2,0
GIN,1985,0,1,0
GIN,1986,0,2,0
GIN,1987,0,1,0
GIN,1989,0,1,0
GIN,1990,0,2,0
GIN,1991,0,1,0
GIN,1993,0,1,0
GIN,1994,0,1,0
GIN,1996,0,2,0
GIN,1997,0,2,0
GIN,2001,0,1,0
GIN,2002,0,5,0
GIN,2003,0,4,0
GIN,2006,0,1,0
GIN,2007,2,0,0
GIN,2008,0,1,0
GIN,2009,3,1,0
GIN,2010,2,0,0
GIN,2013,0,2,0
GIN,2014,0,21,0
GIN,2015,1,1,0
GIN,2016,4,5,0
GIN,2017,1,2,0
GIN,2018,2,4,1
GIN,2019,9,0,0
GMB,1972,0,1,0
GMB,1977,0,5,0
GMB,1978,0,5,0
GMB,1982,1,2,0
GMB,1984,0,4,0
GMB,1988,0,1,0
GMB,1991,0,1,0
GMB,1992,1,3,0
GMB,1994,0,1,0
GMB,1995,0,4,0
GMB,1996,0,2,0
GMB,1997,0,1,0
GMB,1998,0,2,0
GMB,1999,0,4,0
GMB,2000,0,9,0
GMB,2001,0,3,0
GMB,2002,0,3,0
GMB,2003,0,27,0
GMB,2005,0,3,0
GMB,2006,0,5,0
GMB,2007,1,6,0
GMB,2008,1,3,0
GMB,2009,1,5,0
GMB,2010,2,2,0
GMB,2011,5,4,0
GMB,2012,1,3,1
GMB,2013,3,3,0
GMB,2014,8,4,0
GMB,2015,1,5,0
GMB,2016,2,0,0
GMB,2017,2,1,0
GMB,2018,1,0,0
GMB,2019,5,3,1
GNB,1977,0,1,0
GNB,1979,0,1,0
GNB,1984,0,1,0
GNB,1989,0,2,0
GNB,1990,0,1,0
GNB,1991,0,3,0
GNB,1992,0,1,0
GNB,1994,0,1,0
GNB,1996,0,2,0
GNB,1998,0,1,0
GNB,2001,0,1,0
GNB,2002,0,1,0
GNB,2003,0,2,0
GNB,2004,0,8,0
GNB,2005,0,1,0
GNB,2006,0,4,0
GNB,2008,2,3,0
GNB,2009,1,0,0
GNB,2010,1,0,0
GNB,2011,0,1,0
GNB,2013,0,1,0
GNB,2014,3,6,0
GNB,2015,2,0,0
GNB,2016,4,1,0
GNB,2017,0,10,0
GNB,2018,2,1,0
GNB,2019,3,3,0
GNQ,1969,0,1,0
GNQ,1979,0,5,0
GNQ,1980,0,2,0
GNQ,1982,0,1,0
GNQ,1983,0,3,0
GNQ,1984,0,2,0
GNQ,1987,0,1,0
GNQ,1988,0,1,0
GNQ,1990,0,2,0
GNQ,1991,0,1,0
GNQ,1992,0,2,0
GNQ,1993,0,1,0
GNQ,1994,0,1,0
GNQ,1995,0,1,0
GNQ,1997,0,1,0
GNQ,1998,0,2,0
GNQ,1999,0,2,0
GNQ,2000,0,2,0
GNQ,2001,0,1,0
GNQ,2007,2,0,0
GNQ,2008,3,3,1
GNQ,2009,1,0,0
GNQ,2010,0,2,0
GNQ,2011,1,1,1
GNQ,2012,0,3,0
GNQ,2013,0,5,0
GNQ,2014,0,4,0
GNQ,2015,2,0,0
GNQ,2016,0,9,0
GNQ,2017,1,2,1
GNQ,2019,7,0,0
GRC,1962,0,1,0
GRC,1963,0,2,0
GRC,1964,0,1,0
GRC,1965,0,1,0
GRC,1967,0,1,0
GRC,1981,0,1,0
GRC,1999,0,1,0
GRC,2000,0,2,0
GRC,2002,0,1,0
GRC,2004,0,2,0
GRC,2005,0,1,0
GRC,2007,3,3,1
GRC,2008,2,0,0
GRC,2009,8,0,0
GRC,2010,2,0,0
GRC,2011,1,1,1
GRC,2014,2,2,0
GRC,2018,1,0,0
GRC,2019,2,0,0
GRD,1977,0,1,0
GRD,1978,0,5,0
GRD,1979,0,4,0
GRD,1982,0,2,0
GRD,1983,0,2,0
GRD,1986,0,1,0
GRD,1987,0,3,0
GRD,1988,0,4,0
GRD,1989,0,1,0
GRD,1990,1,0,0
GRD,1991,1,0,0
GRD,1992,1,1,0
GRD,1993,0,1,0
GRD,1994,1,1,0
GRD,1996,0,2,0
GRD,1998,0,2,0
GRD,2000,0,7,0
GRD,2001,0,1,0
GRD,2002,0,15,0
GRD,2003,2,2,0
GRD,2004,0,1,0
GRD,2005,0,4,0
GRD,2006,0,2,0
GRD,2007,15,0,0
GRD,2008,8,5,5
GRD,2009,17,0,0
GRD,2010,2,6,0
GRD,2011,9,2,1
GRD,2012,4,1,0
GRD,2013,7,0,0
GRD,2014,13,1,0
GRD,2015,10,0,0
GRD,2016,10,7,0
GRD,2017,7,8,0
GRD,2018,7,7,1
GRD,2019,7,0,0
GTM,1959,0,1,0
GTM,1961,0,1,0
GTM,1964,0,1,0
GTM,1965,0,1,0
GTM,1966,0,1,0
GTM,1967,0,1,0
GTM,1971,0,1,0
GTM,1973,0,1,0
GTM,1974,0,2,0
GTM,1977,0,1,0
GTM,1978,0,1,0
GTM,1979,0,5,0
GTM,1980,0,2,0
GTM,1981,1,2,0
GTM,1982,0,2,0
GTM,1983,0,3,0
GTM,1984,0,1,0
GTM,1985,0,2,0
GTM,1987,0,2,0
GTM,1988,0,1,0
GTM,1989,1,1,0
GTM,1991,0,1,0
GTM,1992,0,2,0
GTM,1993,0,1,0
GTM,1994,0,1,0
GTM,1996,0,2,0
GTM,1997,0,1,0
GTM,1999,0,1,0
GTM,2000,0,1,0
GTM,2003,0,3,0
GTM,2004,0,2,0
GTM,2007,2,2,0
GTM,2008,1,7,0
GTM,2009,2,4,0
GTM,2010,3,0,0
GTM,2011,2,0,0
GTM,2012,0,3,0
GTM,2013,0,9,0
GTM,2014,5,3,0
GTM,2015,2,0,0
GTM,2016,2,7,0
GTM,2017,3,3,3
GTM,2018,1,3,0
GTM,2019,0,1,0
GUY,1972,0,2,0
GUY,1974,0,4,0
GUY,1976,0,1,0
GUY,1978,0,3,0
GUY,1981,0,2,0
GUY,1986,0,1,0
GUY,1987,0,1,0
GUY,1989,0,2,0
GUY,1990,0,1,0
GUY,1993,0,3,0
GUY,1994,0,2,0
GUY,1995,1,1,0
GUY,1996,0,2,0
GUY,1997,1,1,0
GUY,1998,1,0,0
GUY,1999,0,6,0
GUY,2000,0,1,0
GUY,2001,0,1,0
GUY,2002,0,1,0
GUY,2003,0,1,0
GUY,2004,0,1,0
GUY,2005,0,2,0
GUY,2006,0,1,0
GUY,2007,11,0,0
GUY,2008,11,4,2
GUY,2009,13,0,0
GUY,2010,15,2,2
GUY,2011,7,2,3
GUY,2012,6,1,0
GUY,2013,6,2,0
GUY,2014,1,8,0
GUY,2016,14,1,0
GUY,2017,5,1,0
GUY,2018,1,0,0
GUY,2019,10,13,0
HND,1966,0,1,0
HND,1968,0,1,0
HND,1977,0,2,0
HND,1978,0,1,0
