	sector	country	year	language	sdgs3	sdgs13
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475476/original/PVH_2018_CR_Report_.pdf?1560370335	General Retailers	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475479/original/COP_UNGC_PROFI-SEC_2018.pdf?1560375754	Support Services	Netherlands	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475481/original/NRF_Sustainability.pdf?1560396024	Food Producers	Thailand	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475482/original/Communication_on_Progress_Jan18_-_Jan_19.pdf?1560400279	Software & Computer Services	Myanmar	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475483/original/COP_CINIC_2019.pdf?1560405824	Chemicals	China	2019	Chinese-Mandarin	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475486/original/Swedol-A%CC%8Arsredovisning-2018.pdf?1560415069	General Retailers	Sweden	2019	Swedish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475487/original/Annual_report_english_2018.pdf?1560415069	General Retailers	Sweden	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475488/original/Tetra_Pak_SR19_ML_v25_100619_%E2%80%93_Digital.pdf?1560415447	Beverages	Sweden	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475489/original/KVPL_AR.pdf?1560417768	Food Producers	Sri Lanka	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475491/original/COP_rap_2018.pdf?1560425372	General Retailers	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475495/original/MSR_MemoriaDeSostenibilidad2018_FINAL_WEB.pdf?1560428908	Oil & Gas Producers	Colombia	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475498/original/reporte2018web.pdf?1560431818	Food Producers	Argentina	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475507/original/Roquette_DD_Report_2018_EN_.pdf?1560433594	Chemicals	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475508/original/ROQUETTE_engagement_CEO_2019_sign%C3%A9.pdf?1560433594	Chemicals	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475510/original/CCR_RAS2018_ingl%C3%AAs.pdf?1560435339	Support Services	Brazil	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475511/original/CCR_CadernoGRI_2018_ingl%C3%AAs.pdf?1560435339	Support Services	Brazil	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475514/original/Mingalardon_Cargo_Services_UNGC_COP_2018-2019.pdf.pdf?1560436151	Support Services	Myanmar	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475530/original/CNP_UniCredit_Vita_COP2018_def_s.pdf?1560441815	Life Insurance	Italy	2019	Italian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475533/original/ASUR_Annual_Sustainability_Report_2018.pdf?1560442613	Aerospace & Defense	Mexico	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475534/original/Informe_de_Sostenibilidad_ASUR_2018.pdf?1560442613	Aerospace & Defense	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475535/original/2018_-_COP.pdf?1560442749	General Industrials	Portugal	2019	Portuguese	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475536/original/MEMORIA_RSC_FUERTE_GROUP.pdf?1560449566	Travel & Leisure	Spain	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475540/original/UN_Global_Compact_COP_2019.pdf?1560451658	Financial Services	United State...	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475542/original/Cop_Global019.pdf?1560458884	Support Services	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475545/original/Los_Balcanes_-_Communication_on_Progress_2018.pdf?1560461616	Alternative Energy	Argentina	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475546/original/Balance_2018_-_CALB_SA.pdf?1560461616	Alternative Energy	Argentina	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475549/original/Bilancio_Sociale_2018.pdf?1560494743	Alternative Energy	Italy	2019	Italian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475550/original/Dichiarazione_CEO.pdf?1560494765	Alternative Energy	Italy	2019	Italian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475552/original/COP_AKTOR_2018_EN.pdf?1560503231	Construction & Materials	Greece	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475553/original/COP_%CE%91%CE%9A%CE%A4%CE%A9%CE%A1_2018_EL.pdf?1560503231	Construction & Materials	Greece	2019	Greek	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475556/original/%CE%95%CE%9A%CE%98%CE%95%CE%A3%CE%97_%CE%9A%CE%9F%CE%99%CE%9D%CE%A9%CE%9D%CE%99%CE%9A%CE%97%CE%A3_%CE%A5%CE%A0%CE%95%CE%A5%CE%98%CE%A5%CE%9D%CE%9F%CE%A4%CE%97%CE%A4%CE%91%CE%A3_%CE%9A%CE%91%CE%99_%CE%92%CE%99%CE%A9%CE%A3%CE%99%CE%9C%CE%97%CE%A3_%CE%91%CE%9D%CE%91%CE%A0%CE%A4%CE%A5%CE%9E%CE%97%CE%A3_%CE%9F%CE%9C%CE%99%CE%9B%CE%9F%CE%A5_FOURLIS__2018.pdf?1560504085	General Retailers	Greece	2019	Greek	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475557/original/Nachhaltigkeitsbericht_2017_18_en.pdf?1560506509	Banks	Liechtenstein	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475559/original/Informe_progreso_Pacto_Mundial_ONU_2019.pdf?1560509790	Support Services	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475561/original/DHI_Corporate_Social_Responsibility_%28CSR%29_Report.pdf?1560513000	Support Services	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475563/original/BAJ-190606-RapportRSE2018_-_DocFinal_compressed.pdf?1560520255	Real Estate Investment & Se...	United Kingdom	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475564/original/UNGC-COP2_2019_Tiny_Giants_Commitment_to_Sustainability.pdf?1560520594	Media	Netherlands	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475574/original/COMMUNICATION_ON_PROGRESS_2019.pdf?1560530578	Food Producers	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475578/original/B3_RA2018.pdf?1560536544	Financial Services	Brazil	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475580/original/Relatorio_Anual_2018.pdf?1560538450	Aerospace & Defense	Brazil	2019	Portuguese	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475581/original/DECLARA%C3%87%C3%83O_DA_PRESIDENTE.pdf?1560538450	Aerospace & Defense	Brazil	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475582/original/Relat%C3%B3rio_de_Progresso_14062019.pdf?1560545415	Diversified	Brazil	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475583/original/Reporte_CoP_Caf%C3%A9_El_Marino_2018_-_2019.pdf?1560554637	Food Producers	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475584/original/Reporte_CoP_Caf%C3%A9_El_Marino_2018_-_2019.pdf?1560555060	Food Producers	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475585/original/COP_2018-2019.pdf?1560559419	General Industrials	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475589/original/2019_Promega_Corporate_Responsibility_Report.pdf?1560583597	Pharmaceuticals & Biotechno...	United State...	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475590/original/Ekornes_AS_COP_Sustainability_Report_2018.pdf?1560583988	General Industrials	Norway	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475595/original/Informe_de_Comunicaci%C3%B3n_de_Progresos_2018_EQ.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475597/original/ANEXO_2_Declaraci%C3%B3n_Cumplimiento_legal_proveedores.docx.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475598/original/ANEXO_3_Declaraci%C3%B3n_principios_corporativos_proveedores.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475599/original/ANEXO_4_Oficio_CEPROCEDE_-_Calificacion_Hace_Bien.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475600/original/ANEXO_5_Certificado_EQ_ohsas_18K2007_ONAC_2018-2021.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475601/original/ANEXO_6_CERTIFICACI%C3%93N_14K_2018-2021.pdf?1560636320	Diversified	Ecuador	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475602/original/ANEXO_1_PROCEDIMIENTO_POL%C3%8DTICA_DDHH.pdf?1560636631	Diversified	Ecuador	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475605/original/report_2019%EF%BC%88%E4%BF%9D%E8%AD%B7%EF%BC%89.pdf?1560755965	Technology Hardware & Equip...	Japan	2019	Japanese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475607/original/KRONES_NFB2018_e_Web.pdf?1560752224	Industrial Engineering	Germany	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475610/original/SITA_CSR_Report_2018_-_Let's_Move_the_World_Together.pdf?1560757239	Software & Computer Services	Switzerland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475612/original/MEDCO_2019.pdf?1560765813	Oil Equipment, Services & D...	Lebanon	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475613/original/NIAM_Sustainability_Report_2018.pdf?1560770921	Real Estate Investment & Se...	Sweden	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475616/original/ThinkPlace_2019_UN_Communication_Progress_Report.pdf?1560774253	Support Services	Kenya	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475618/original/COP_Global_Compact_Futureco_Bioscience_2018_ESP.pdf?1560779372	Chemicals	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475619/original/COP_Global_Compact_Futureco_Bioscience_2018_ENG.pdf?1560779372	Chemicals	Spain	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475622/original/Informe_progreso_2017.pdf?1560783776	Construction & Materials	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475623/original/Relat%C3%B3rio_de_Sustentabilidade_Tigre_2018_final_.pdf?1560784683	Construction & Materials	Brazil	2019	Portuguese	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475624/original/SUPRATEC-COP2-2018.pdf?1560785317	General Industrials	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475625/original/Rapport-annuel-BPGO-2018.pdf?1560785566	Banks	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475627/original/REPORTE_DE_SOSTENIBILIDAD_2018.pdf?1560789233	Support Services	Ecuador	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475629/original/Tropicalia_Sustainability_Report_2018_12Jun19_%28FINAL%29.pdf?1560800738	Real Estate Investment & Se...	Dominican Re...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475639/original/COP_ELLAKTOR_2018_-_EN.pdf?1560848521	Construction & Materials	Greece	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475640/original/COP_ELLAKTOR_2018_-_EL.pdf?1560848521	Construction & Materials	Greece	2019	Greek	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475641/original/COP_2019_Sign%C3%A9.pdf?1560850193	Household Goods & Home Cons...	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475642/original/20190528_CSR_Highlights_2018-_Final_.pdf?1560850590	Industrial Transportation	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475646/original/Integrated_Report_2018.pdf?1560853939	General Industrials	Spain	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475650/original/DLKV_Godisnje_izvjesce_2018_ENG_SIGNED.pdf?1560864296	Construction & Materials	Croatia	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475652/original/REPORTE_ARAUCO_2018.pdf?1560865245	Forestry & Paper	Chile	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475653/original/Global_Compact_%C4%B0lerleme_Raporu.pdf?1560865290	Construction & Materials	Turkey	2019	Turkish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475654/original/Mosaic-2018-Sustainability-Disclosure-and-GRI-Index-1.pdf?1560866050	General Industrials	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475672/original/EFLA_Allt_M%C3%B6gulegt_Samf%C3%A9lags%C3%A1byrg%C3%B0_2018.pdf?1560870289	Industrial Engineering	Iceland	2019	Icelandic	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475673/original/Informe_Comunicaci%C3%B3n_del_Progreso_2018.pdf?1560872488	Chemicals	Mexico	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475674/original/United_Nations_Global_Compact_Communication_on_Progress_Report_2018.pdf?1560874205	Pharmaceuticals & Biotechno...	United State...	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475675/original/WOM_Sustainability_Report_2018_UNGC.pdf?1560878226	Health Care Equipment & Ser...	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475677/original/COP_2019.pdf?1560882436	Beverages	Mexico	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475678/original/NBG_COP_2018-2019.pdf?1560885333	Banks	Greece	2019	Greek	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475686/original/COP_Opusm%C3%BAltipla_2019.pdf?1560890400	Support Services	Brazil	2019	Portuguese	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475687/original/COP_INDUCALSA_BUNKY.pdf?1560890937	Diversified	Ecuador	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475689/original/2018_K-SURE_%EC%82%AC%ED%9A%8C%EC%A0%81%EA%B0%80%EC%B9%98%EC%9D%B4%ED%96%89%EB%B3%B4%EA%B3%A0%EC%84%9C.pdf?1560908018	Nonlife Insurance	Korea, Repub...	2019	Korean	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475695/original/COP_Global_Compact_France_2017-2019_F.pdf?1560928834	Media	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475703/original/UN_Global_Compact_-_Communication_on_Progress_2019.pdf?1560935443	Support Services	Norway	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475704/original/SN19_0064_COP_Minimum_Requirements_Swedish_Net_2019.pdf?1560936527	Electronic & Electrical Equ...	Sweden	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475706/original/Mindtree-UNGC-COP-2018-19.pdf?1560943680	Software & Computer Services	India	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475707/original/2019_COP_Measurement_of_Outcomes_Final.pdf?1560945338	Food & Drug Retailers	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475711/original/COP_2019_final.pdf?1560952129	Travel & Leisure	Denmark	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475716/original/Pacto_Global_2019.pdf?1560958884	Construction & Materials	Chile	2019	Spanish	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475717/original/CoP_2019.pdf?1560959971	Electronic & Electrical Equ...	Germany	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475719/original/CommunicationOnProgress.2019.pdf?1560961450	Software & Computer Services	Italy	2019	Italian	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475720/original/COP18_-_06062019_-_FR_-_Final_version_-_Approved.pdf?1560963311	General Industrials	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475721/original/COP18_-_06062019_-_EN_-_Final_version_-_Approved.pdf?1560963311	General Industrials	France	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475722/original/sustainability-report-2018.pdf?1560963662	Financial Services	Brazil	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475723/original/gri-index.pdf?1560963662	Financial Services	Brazil	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475724/original/Evaluation_RSE_Assurances_Vigreux_2019.pdf?1560967005	Life Insurance	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475726/original/Santander_Chile_Annual_Report_2018__VF2.pdf?1560970502	Financial Services	Chile	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475728/original/Musti_Group_COP_2018-2019_FINAL.pdf?1560980197	General Retailers	Finland	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475729/original/Starboard_Trading-ONU_COP_2018-2019.pdf?1560989542	General Industrials	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475730/original/grupo-lhs-info-sostenibilidad-2018.pdf?1560994363	Construction & Materials	Colombia	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475734/original/OrifO_ApS_-_June_2019.pdf?1561016204	Food Producers	Denmark	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475735/original/McKinsey_Social_Responsibility_Report_2018.pdf?1561017550	Diversified	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475737/original/Independent_Inspections_CSR_Report_2018-2019.pdf?1561018919	Construction & Materials	Australia	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475741/original/ACOP_Global_Compact_2018-2019_avec_engagement_sign%C3%A9.pdf?1561021136	Food Producers	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475742/original/Rapport_RSE_2018_2019_Final.pdf?1561021136	Food Producers	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475743/original/RAI_Annual_Report_2018.pdf?1561022043	General Industrials	Netherlands	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475745/original/Printec_UNGC_COP_2018.pdf?1561025744	Software & Computer Services	Greece	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475748/original/Sustainability_CoP_FY18.pdf?1561034193	Household Goods & Home Cons...	Sweden	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475753/original/sap-2018-integrated-report.pdf?1561036653	Software & Computer Services	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475754/original/UNGC_COP_2019_LetterCEO.pdf?1561036653	Software & Computer Services	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475755/original/UN_Global_Compact_Commitment_Letter_2019_SAP_Ariba_Final.pdf?1561036653	Software & Computer Services	Germany	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475759/original/INFORME_PROGRESOS_GC_UCALSA.pdf?1561039042	Travel & Leisure	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475760/original/RDD_2019_BD.pdf?1561041042	General Retailers	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475761/original/ForGreen_Spa_-_Annual_Report_2018.pdf?1561041391	Electricity	Italy	2019	Italian	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475764/original/Memoria_Chubb_2018.pdf?1561046615	Nonlife Insurance	Ecuador	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475766/original/Crown_Worldwide_Group_2018_CSR_Report.pdf?1561049669	Support Services	China	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475768/original/Communication_On_Progress_2019.pdf?1561052182	Support Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475769/original/COP_Metalia_2018.pdf?1561054908	General Industrials	Mexico	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475770/original/Kingfisher_Sustainability_Report_2018_19.pdf?1561055623	General Retailers	United Kingdom	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475774/original/Carta_de_presentaci%C3%B3n_La_Viga.pdf?1561063171	Construction & Materials	Peru	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475775/original/PACTO_MUNDIAL_%283%29.pdf?1561063171	Construction & Materials	Peru	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475778/original/FMC_2018_Sustainability_Report.pdf?1561066218	Chemicals	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475780/original/2019_Ecolab_UN_Global_Compact_COP_final.pdf?1561075167	Support Services	United State...	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475781/original/UN_COP_Orana_Group_2017-18.pdf?1561086998	Beverages	Denmark	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475782/original/Global_Compact_Progress_Report_%282019%29.pdf?1561088648	Real Estate Investment & Se...	Myanmar	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475783/original/COP_2019_V1.4.pdf?1561096119	Software & Computer Services	France	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475784/original/Impact_Report_2018.pdf?1561097169	Diversified	Singapore	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475785/original/INFORME_DE_PROGRESO_2016-GRUPONET.pdf?1561100037	General Industrials	Spain	2019	Spanish	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475788/original/Hager_SE_CommunicationOnProgress_2019.pdf?1561102545	Construction & Materials	Germany	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475789/original/Memoria_cofares_2018_vdigital.pdf?1561104681	Pharmaceuticals & Biotechno...	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475792/original/COP2019.pdf?1561111666	Support Services	Iceland	2019	Icelandic	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475796/original/Groupe_Edmond_de_Rothschild_rapport_annuel_DD_2018.pdf?1561115776	Banks	Switzerland	2019	French	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475798/original/IN_Report.pdf?1561116980	Beverages	India	2019	English	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475800/original/Informe_de_Progreso_New_Line_Events_2018_.pdf?1561117520	Support Services	Spain	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475804/original/COMMUNICATION_SUR_LE_PROGRES_2018.pdf?1561122158	Oil & Gas Producers	France	2019	French	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475805/original/AKSA_ENERGY_COMMUNICATION_ON_PROGRESS_2018.pdf?1561125988	Electricity	Turkey	2019	English	no	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475806/original/Informe_Pacto_Mundial_2018_rev00.pdf?1561126072	Support Services	Spain	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475807/original/COP_-_21_JUNE_2019.pdf?1561126391	General Industrials	South Africa	2019	English	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475808/original/Simmons___Simmons_CR_Review.pdf?1561127590	Support Services	United Kingdom	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475812/original/Engagement_2019_LAFI_Global_Environnement_-V2019.pdf?1561131412	Technology Hardware & Equip...	France	2019	French	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475819/original/SoftManagement_COP_2018-2019.pdf?1561143339	Software & Computer Services	Colombia	2019	Spanish	no	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475820/original/AART_architects_Global_Compact_2018_Communication_on_Progress.pdf?1561144786	Construction & Materials	Denmark	2019	English	yes	yes
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475822/original/COP_2018_Covemat_SRL_-_Versi%C3%B3n_Final.pdf?1561149977	Industrial Transportation	Argentina	2019	Spanish	yes	no
//s3-us-west-2.amazonaws.com/ungc-production/attachments/cop_2019/475824/original/COP_Schneider_Electric_Colombia_2018.pdf?1561154576	Electronic & Electrical Equ...	Colombia	2019	Spanish	no	no
